subtitle_id,start,end,micro_id,status,source_text
S0803,00:31:15.83,00:31:20.72,M044,已覆盖并人工复核,the current sort of like running stream
S0804,00:31:17.88,00:31:24.03,M044,已覆盖并人工复核,of integers and this gives us a b BYT +
S0805,00:31:20.72,00:31:26.88,M044,已覆盖并人工复核,one and then we can return that now one
S0806,00:31:24.03,00:31:29.55,M044,已覆盖并人工复核,thing here is you see how I'm calling
S0807,00:31:26.88,00:31:31.67,M044,已覆盖并人工复核,self of idx which will end up going to
S0808,00:31:29.55,00:31:33.96,M044,已覆盖并人工复核,the forward function I'm not providing
S0809,00:31:31.67,00:31:36.63,M044,已覆盖并人工复核,any Targets So currently this would give
S0810,00:31:33.96,00:31:39.12,M044,已覆盖并人工复核,an error because targets is uh is uh
S0811,00:31:36.63,00:31:41.31,M044,已覆盖并人工复核,sort of like not given so targets has to
S0812,00:31:39.11,00:31:44.55,M044,已覆盖并人工复核,be optional so targets is none by
S0813,00:31:41.31,00:31:47.48,M044,已覆盖并人工复核,default and then if targets is none then
S0814,00:31:44.55,00:31:50.39,M044,已覆盖并人工复核,there's no loss to create so it's just
S0815,00:31:47.48,00:31:53.27,M044,已覆盖并人工复核,loss is none but else all of this
S0816,00:31:50.39,00:31:56.07,M044,已覆盖并人工复核,happens and we can create a loss so this
S0817,00:31:53.27,00:31:57.55,M044,已覆盖并人工复核,will make it so um if we have the
S0818,00:31:56.07,00:31:59.24,M045,已覆盖并人工复核,targets we provide them and get a loss
S0819,00:31:57.55,00:32:00.48,M045,已覆盖并人工复核,if we have no targets it will'll just
S0820,00:31:59.24,00:32:02.96,M045,已覆盖并人工复核,get the
S0821,00:32:00.48,00:32:06.83,M045,已覆盖并人工复核,loits so this here will generate from
S0822,00:32:02.96,00:32:08.51,M045,已覆盖并人工复核,the model um and let's take that for a
S0823,00:32:06.83,00:32:11.87,M045,已覆盖并人工复核,ride
S0824,00:32:08.51,00:32:13.91,M045,已覆盖并人工复核,now oops so I have another code chunk
S0825,00:32:11.88,00:32:15.79,M045,已覆盖并人工复核,here which will generate for the model
S0826,00:32:13.91,00:32:18.32,M045,已覆盖并人工复核,from the model and okay this is kind of
S0827,00:32:15.79,00:32:22.96,M045,已覆盖并人工复核,crazy so maybe let me let me break this
S0828,00:32:18.31,00:32:22.96,M045,已覆盖并人工复核,down so these are the idx
S0829,00:32:23.88,00:32:30.03,M045,已覆盖并人工复核,right I'm creating a batch will be just
S0830,00:32:26.91,00:32:32.15,M045,已覆盖并人工复核,one time will be just one so I'm
S0831,00:32:30.03,00:32:35.07,M045,已覆盖并人工复核,creating a little one by one tensor and
S0832,00:32:32.15,00:32:38.03,M046,已覆盖并人工复核,it's holding a zero and the D type the
S0833,00:32:35.07,00:32:40.31,M046,已覆盖并人工复核,data type is uh integer so zero is going
S0834,00:32:38.03,00:32:44.11,M046,已覆盖并人工复核,to be how we kick off the generation and
S0835,00:32:40.31,00:32:45.83,M046,已覆盖并人工复核,remember that zero is uh is the element
S0836,00:32:44.11,00:32:47.43,M046,已覆盖并人工复核,standing for a new line character so
S0837,00:32:45.83,00:32:49.03,M046,已覆盖并人工复核,it's kind of like a reasonable thing to
S0838,00:32:47.44,00:32:51.51,M046,已覆盖并人工复核,to feed in as the very first character
S0839,00:32:49.03,00:32:54.96,M046,已覆盖并人工复核,in a sequence to be the new
S0840,00:32:51.51,00:32:56.35,M046,已覆盖并人工复核,line um so it's going to be idx which
S0841,00:32:54.96,00:32:58.75,M046,已覆盖并人工复核,we're going to feed in here then we're
S0842,00:32:56.35,00:33:01.83,M046,已覆盖并人工复核,going to ask for 100 tokens
S0843,00:32:58.75,00:33:05.00,M046,已覆盖并人工复核,and then. generate will continue that
S0844,00:33:01.83,00:33:07.27,M046,已覆盖并人工复核,now because uh generate works on the
S0845,00:33:05.00,00:33:09.91,M046,已覆盖并人工复核,level of batches we we then have to
S0846,00:33:07.27,00:33:13.88,M046,已覆盖并人工复核,index into the zero throw to basically
S0847,00:33:09.91,00:33:18.91,M046,已覆盖并人工复核,unplug the um the single batch Dimension
S0848,00:33:13.88,00:33:20.91,M047,已覆盖并人工复核,that exists and then that gives us a um
S0849,00:33:18.91,00:33:23.44,M047,已覆盖并人工复核,time steps just a onedimensional array
S0850,00:33:20.91,00:33:26.27,M047,已覆盖并人工复核,of all the indices which we will convert
S0851,00:33:23.44,00:33:28.67,M047,已覆盖并人工复核,to simple python list from pytorch
S0852,00:33:26.27,00:33:32.31,M047,已覆盖并人工复核,tensor so that that can feed into our
S0853,00:33:28.67,00:33:34.91,M047,已覆盖并人工复核,decode function and uh convert those
S0854,00:33:32.31,00:33:37.20,M047,已覆盖并人工复核,integers into text so let me bring this
S0855,00:33:34.91,00:33:37.96,M047,已覆盖并人工复核,back and we're generating 100 tokens
S0856,00:33:37.20,00:33:40.91,M047,已覆盖并人工复核,let's
S0857,00:33:37.96,00:33:43.39,M047,已覆盖并人工复核,run and uh here's the generation that we
S0858,00:33:40.91,00:33:44.79,M047,已覆盖并人工复核,achieved so obviously it's garbage and
S0859,00:33:43.39,00:33:47.00,M047,已覆盖并人工复核,the reason it's garbage is because this
S0860,00:33:44.79,00:33:49.24,M047,已覆盖并人工复核,is a totally random model so next up
S0861,00:33:47.00,00:33:50.59,M047,已覆盖并人工复核,we're going to want to train this model
S0862,00:33:49.24,00:33:53.48,M047,已覆盖并人工复核,now one more thing I wanted to point out
S0863,00:33:50.59,00:33:55.79,M047,已覆盖并人工复核,here is this function is written to be
S0864,00:33:53.48,00:33:58.00,M047,已覆盖并人工复核,General but it's kind of like ridiculous
S0865,00:33:55.79,00:33:59.79,M047,已覆盖并人工复核,right now because
S0866,00:33:58.00,00:34:02.11,M047,已覆盖并人工复核,we're feeding in all this we're building
S0867,00:33:59.79,00:34:05.03,M047,已覆盖并人工复核,out this context and we're concatenating
S0868,00:34:02.11,00:34:07.59,M047,已覆盖并人工复核,it all and we're always feeding it all
S0869,00:34:05.03,00:34:09.03,M047,已覆盖并人工复核,into the model but that's kind of
S0870,00:34:07.59,00:34:11.11,M047,已覆盖并人工复核,ridiculous because this is just a simple
S0871,00:34:09.03,00:34:14.39,M047,已覆盖并人工复核,Byram model so to make for example this
S0872,00:34:11.11,00:34:15.72,M047,已覆盖并人工复核,prediction about K we only needed this W
S0873,00:34:14.39,00:34:18.03,M047,已覆盖并人工复核,but actually what we fed into the model
S0874,00:34:15.71,00:34:20.43,M047,已覆盖并人工复核,is we fed the entire sequence and then
S0875,00:34:18.03,00:34:23.27,M047,已覆盖并人工复核,we only looked at the very last piece
S0876,00:34:20.44,00:34:25.44,M047,已覆盖并人工复核,and predicted K so the only reason I'm
S0877,00:34:23.28,00:34:27.51,M047,已覆盖并人工复核,writing it in this way is because right
S0878,00:34:25.44,00:34:29.39,M047,已覆盖并人工复核,now this is a byr model but I'd like to
S0879,00:34:27.51,00:34:32.59,M047,已覆盖并人工复核,keep keep this function fixed and I'd
S0880,00:34:29.39,00:34:35.67,M047,已覆盖并人工复核,like it to work um later when our
S0881,00:34:32.59,00:34:37.67,M047,已覆盖并人工复核,characters actually um basically look
S0882,00:34:35.67,00:34:39.44,M047,已覆盖并人工复核,further in the history and so right now
S0883,00:34:37.67,00:34:42.32,M047,已覆盖并人工复核,the history is not used so this looks
S0884,00:34:39.44,00:34:44.63,M047,已覆盖并人工复核,silly uh but eventually the history will
S0885,00:34:42.32,00:34:46.51,M047,已覆盖并人工复核,be used and so that's why we want to uh
S0886,00:34:44.63,00:34:49.59,M047,已覆盖并人工复核,do it this way so just a quick comment
S0887,00:34:46.51,00:34:51.75,M047,已覆盖并人工复核,on that so now we see that this is um
S0888,00:34:49.59,00:34:53.96,M047,已覆盖并人工复核,random so let's train the model so it
S0889,00:34:51.76,00:34:55.96,M047,已覆盖并人工复核,becomes a bit less random okay let's Now
S0890,00:34:53.96,00:34:57.96,M047,已覆盖并人工复核,train the model so first what I'm going
S0891,00:34:55.96,00:35:00.83,M047,已覆盖并人工复核,to do is I'm going to create a pyour
S0892,00:34:57.96,00:35:05.03,M048,已覆盖并人工复核,optimization object so here we are using
S0893,00:35:00.83,00:35:06.75,M048,已覆盖并人工复核,the optimizer ATM W um now in a make
S0894,00:35:05.03,00:35:08.32,M048,已覆盖并人工复核,more series we've only ever use tastic
S0895,00:35:06.76,00:35:10.11,M048,已覆盖并人工复核,gradi in descent the simplest possible
S0896,00:35:08.32,00:35:12.55,M048,已覆盖并人工复核,Optimizer which you can get using the
S0897,00:35:10.11,00:35:14.20,M048,已覆盖并人工复核,SGD instead but I want to use Adam which
S0898,00:35:12.55,00:35:16.59,M048,已覆盖并人工复核,is a much more advanced and popular
S0899,00:35:14.19,00:35:19.31,M048,已覆盖并人工复核,Optimizer and it works extremely well
S0900,00:35:16.59,00:35:22.51,M048,已覆盖并人工复核,for uh typical good setting for the
S0901,00:35:19.32,00:35:23.96,M048,已覆盖并人工复核,learning rate is roughly 3 E4 uh but for
S0902,00:35:22.51,00:35:25.63,M048,已覆盖并人工复核,very very small networks like is the
S0903,00:35:23.96,00:35:28.19,M048,已覆盖并人工复核,case here you can get away with much
S0904,00:35:25.63,00:35:30.59,M048,已覆盖并人工复核,much higher learning rates R3 or even
S0905,00:35:28.19,00:35:33.11,M048,已覆盖并人工复核,higher probably but let me create the
S0906,00:35:30.59,00:35:35.11,M048,已覆盖并人工复核,optimizer object which will basically
S0907,00:35:33.11,00:35:36.80,M048,已覆盖并人工复核,take the gradients and uh update the
S0908,00:35:35.11,00:35:40.20,M049,已覆盖并人工复核,parameters using the
S0909,00:35:36.80,00:35:41.80,M049,已覆盖并人工复核,gradients and then here our batch size
S0910,00:35:40.19,00:35:43.23,M049,已覆盖并人工复核,up above was only four so let me
S0911,00:35:41.80,00:35:46.59,M049,已覆盖并人工复核,actually use something bigger let's say
S0912,00:35:43.23,00:35:48.59,M049,已覆盖并人工复核,32 and then for some number of steps um
S0913,00:35:46.59,00:35:51.31,M049,已覆盖并人工复核,we are sampling a new batch of data
S0914,00:35:48.59,00:35:52.76,M049,已覆盖并人工复核,we're evaluating the loss uh we're
S0915,00:35:51.31,00:35:54.88,M049,已覆盖并人工复核,zeroing out all the gradients from the
S0916,00:35:52.76,00:35:56.96,M049,已覆盖并人工复核,previous step getting the gradients for
S0917,00:35:54.88,00:35:58.96,M049,已覆盖并人工复核,all the parameters and then using those
S0918,00:35:56.96,00:36:00.96,M049,已覆盖并人工复核,gradients to up update our parameters so
S0919,00:35:58.96,00:36:04.59,M049,已覆盖并人工复核,typical training loop as we saw in the
S0920,00:36:00.96,00:36:07.28,M049,已覆盖并人工复核,make more series so let me now uh run
S0921,00:36:04.59,00:36:09.80,M049,已覆盖并人工复核,this for say 100 iterations and let's
S0922,00:36:07.28,00:36:12.68,M049,已覆盖并人工复核,see what kind of losses we're going to
S0923,00:36:09.80,00:36:14.68,M049,已覆盖并人工复核,get so we started around
S0924,00:36:12.67,00:36:18.51,M049,已覆盖并人工复核,4.7 and now we're getting to down to
S0925,00:36:14.67,00:36:22.07,M049,已覆盖并人工复核,like 4.6 4.5 Etc so the optimization is
S0926,00:36:18.51,00:36:23.92,M050,已覆盖并人工复核,definitely happening but um let's uh
S0927,00:36:22.07,00:36:25.88,M050,已覆盖并人工复核,sort of try to increase number of
S0928,00:36:23.92,00:36:29.44,M050,已覆盖并人工复核,iterations and only print at the
S0929,00:36:25.88,00:36:34.00,M050,已覆盖并人工复核,end because we probably want train for
S0930,00:36:29.44,00:36:34.00,M050,已覆盖并人工复核,longer okay so we're down to 3.6
S0931,00:36:34.67,00:36:38.31,M050,已覆盖并人工复核,roughly roughly down to
S0932,00:36:40.55,00:36:44.48,M050,已覆盖并人工复核,three this is the most janky
S0933,00:36:46.31,00:36:50.51,M050,已覆盖并人工复核,optimization okay it's working let's
S0934,00:36:48.11,00:36:53.51,M050,已覆盖并人工复核,just do
S0935,00:36:50.51,00:36:56.83,M050,已覆盖并人工复核,"10,000 and then from here we want to"
S0936,00:36:53.51,00:36:58.19,M050,已覆盖并人工复核,copy this and hopefully that we're going
S0937,00:36:56.83,00:37:00.03,M050,已覆盖并人工复核,to get something reason and of course
S0938,00:36:58.19,00:37:01.87,M051,已覆盖并人工复核,it's not going to be Shakespeare from a
S0939,00:37:00.03,00:37:05.11,M051,已覆盖并人工复核,byr model but at least we see that the
S0940,00:37:01.88,00:37:06.88,M051,已覆盖并人工复核,loss is improving and uh hopefully we're
S0941,00:37:05.11,00:37:08.83,M051,已覆盖并人工复核,expecting something a bit more
S0942,00:37:06.88,00:37:12.88,M051,已覆盖并人工复核,reasonable okay so we're down at about
S0943,00:37:08.83,00:37:14.35,M051,已覆盖并人工复核,2.5 is let's see what we get okay
S0944,00:37:12.88,00:37:17.55,M051,已覆盖并人工复核,dramatic improvements certainly on what
S0945,00:37:14.35,00:37:19.88,M051,已覆盖并人工复核,we had here so let me just increase the
S0946,00:37:17.55,00:37:21.83,M051,已覆盖并人工复核,number of tokens okay so we see that
S0947,00:37:19.88,00:37:25.68,M051,已覆盖并人工复核,we're starting to get something at least
S0948,00:37:21.83,00:37:29.40,M051,已覆盖并人工复核,like reasonable is
S0949,00:37:25.67,00:37:31.48,M051,已覆盖并人工复核,um certainly not shakes spear but uh the
S0950,00:37:29.40,00:37:33.11,M051,已覆盖并人工复核,model is making progress so that is the
S0951,00:37:31.48,00:37:36.67,M051,已覆盖并人工复核,simplest possible
S0952,00:37:33.11,00:37:39.68,M051,已覆盖并人工复核,model so now what I'd like to do
S0953,00:37:36.67,00:37:41.03,M051,已覆盖并人工复核,is obviously this is a very simple model
S0954,00:37:39.67,00:37:43.15,M051,已覆盖并人工复核,because the tokens are not talking to
S0955,00:37:41.03,00:37:45.40,M051,已覆盖并人工复核,each other so given the previous context
S0956,00:37:43.15,00:37:46.83,M051,已覆盖并人工复核,of whatever was generated we're only
S0957,00:37:45.40,00:37:48.07,M051,已覆盖并人工复核,looking at the very last character to
S0958,00:37:46.83,00:37:50.83,M051,已覆盖并人工复核,make the predictions about what comes
S0959,00:37:48.07,00:37:53.03,M051,已覆盖并人工复核,next so now these uh now these tokens
S0960,00:37:50.83,00:37:55.31,M051,已覆盖并人工复核,have to start talking to each other and
S0961,00:37:53.03,00:37:56.44,M051,已覆盖并人工复核,figuring out what is in the context so
S0962,00:37:55.31,00:37:57.96,M051,已覆盖并人工复核,that they can make better predictions
S0963,00:37:56.44,00:37:59.63,M051,已覆盖并人工复核,for what comes next and this is how
S0964,00:37:57.96,00:38:02.03,M051,已覆盖并人工复核,we're going to kick off the uh
S0965,00:37:59.63,00:38:03.48,M051,已覆盖并人工复核,Transformer okay so next I took the code
S0966,00:38:02.03,00:38:05.75,M051,已覆盖并人工复核,that we developed in this juper notebook
S0967,00:38:03.48,00:38:08.03,M051,已覆盖并人工复核,and I converted it to be a script and
S0968,00:38:05.76,00:38:10.11,M051,已覆盖并人工复核,I'm doing this because I just want to
S0969,00:38:08.03,00:38:12.15,M052,已覆盖并人工复核,simplify our intermediate work into just
S0970,00:38:10.11,00:38:15.28,M052,已覆盖并人工复核,the final product that we have at this
S0971,00:38:12.15,00:38:16.92,M052,已覆盖并人工复核,point so in the top here I put all the
S0972,00:38:15.28,00:38:18.35,M052,已覆盖并人工复核,hyp parameters that we to find I
S0973,00:38:16.92,00:38:20.72,M052,已覆盖并人工复核,introduced a few and I'm going to speak
S0974,00:38:18.35,00:38:23.15,M052,已覆盖并人工复核,to that in a little bit otherwise a lot
S0975,00:38:20.71,00:38:25.55,M052,已覆盖并人工复核,of this should be recognizable uh
S0976,00:38:23.15,00:38:27.67,M052,已覆盖并人工复核,reproducibility read data get the
S0977,00:38:25.55,00:38:30.92,M052,已覆盖并人工复核,encoder and the decoder create the train
S0978,00:38:27.67,00:38:34.00,M052,已覆盖并人工复核,into splits uh use the uh kind of like
S0979,00:38:30.92,00:38:36.96,M052,已覆盖并人工复核,data loader um that gets a batch of the
S0980,00:38:34.00,00:38:39.40,M052,已覆盖并人工复核,inputs and Targets this is new and I'll
S0981,00:38:36.96,00:38:40.76,M052,已覆盖并人工复核,talk about it in a second now this is
S0982,00:38:39.40,00:38:43.11,M052,已覆盖并人工复核,the Byram language model that we
S0983,00:38:40.76,00:38:45.83,M052,已覆盖并人工复核,developed and it can forward and give us
S0984,00:38:43.11,00:38:48.16,M052,已覆盖并人工复核,a logits and loss and it can
S0985,00:38:45.83,00:38:51.03,M052,已覆盖并人工复核,generate and then here we are creating
S0986,00:38:48.15,00:38:53.31,M052,已覆盖并人工复核,the optimizer and this is the training
S0987,00:38:51.03,00:38:55.23,M052,已覆盖并人工复核,Loop so everything here should look
S0988,00:38:53.31,00:38:57.83,M052,已覆盖并人工复核,pretty familiar now some of the small
S0989,00:38:55.23,00:39:00.07,M052,已覆盖并人工复核,things that I added number one I added
S0990,00:38:57.83,00:39:02.55,M052,已覆盖并人工复核,the ability to run on a GPU if you have
S0991,00:39:00.07,00:39:04.92,M052,已覆盖并人工复核,it so if you have a GPU then you can
S0992,00:39:02.55,00:39:07.27,M053,已覆盖并人工复核,this will use Cuda instead of just CPU
S0993,00:39:04.92,00:39:09.72,M053,已覆盖并人工复核,and everything will be a lot more faster
S0994,00:39:07.28,00:39:11.24,M053,已覆盖并人工复核,now when device becomes Cuda then we
S0995,00:39:09.71,00:39:13.07,M053,已覆盖并人工复核,need to make sure that when we load the
S0996,00:39:11.23,00:39:15.91,M053,已覆盖并人工复核,data we move it to
S0997,00:39:13.07,00:39:18.11,M053,已覆盖并人工复核,device when we create the model we want
S0998,00:39:15.92,00:39:21.31,M053,已覆盖并人工复核,to move uh the model parameters to
S0999,00:39:18.11,00:39:23.40,M053,已覆盖并人工复核,device so as an example here we have the
S1000,00:39:21.31,00:39:26.03,M053,已覆盖并人工复核,N an embedding table and it's got a
S1001,00:39:23.40,00:39:27.83,M053,已覆盖并人工复核,weight inside it which stores the uh
S1002,00:39:26.03,00:39:29.67,M053,已覆盖并人工复核,sort of lookup table so so that would be
S1003,00:39:27.83,00:39:32.00,M053,已覆盖并人工复核,moved to the GPU so that all the
S1004,00:39:29.67,00:39:34.23,M053,已覆盖并人工复核,calculations here happen on the GPU and
S1005,00:39:32.00,00:39:35.48,M053,已覆盖并人工复核,they can be a lot faster and then
S1006,00:39:34.23,00:39:37.79,M053,已覆盖并人工复核,finally here when I'm creating the
S1007,00:39:35.48,00:39:39.44,M053,已覆盖并人工复核,context that feeds in to generate I have
S1008,00:39:37.80,00:39:43.07,M053,已覆盖并人工复核,to make sure that I create it on the
S1009,00:39:39.44,00:39:46.59,M053,已覆盖并人工复核,device number two what I introduced is
S1010,00:39:43.07,00:39:50.80,M053,已覆盖并人工复核,uh the fact that here in the training
S1011,00:39:46.59,00:39:53.28,M053,已覆盖并人工复核,Loop here I was just printing the um l.
S1012,00:39:50.80,00:39:54.51,M053,已覆盖并人工复核,item inside the training Loop but this
S1013,00:39:53.28,00:39:56.68,M053,已覆盖并人工复核,is a very noisy measurement of the
S1014,00:39:54.51,00:39:59.51,M053,已覆盖并人工复核,current loss because every batch will be
S1015,00:39:56.67,00:40:02.87,M053,已覆盖并人工复核,more or less lucky and so what I want to
S1016,00:39:59.51,00:40:05.51,M053,已覆盖并人工复核,do usually um is uh I have an estimate
S1017,00:40:02.88,00:40:10.51,M053,已覆盖并人工复核,loss function and the estimate loss
S1018,00:40:05.51,00:40:12.67,M053,已覆盖并人工复核,basically then um goes up here and it
S1019,00:40:10.51,00:40:15.11,M053,已覆盖并人工复核,averages up the loss over multiple
S1020,00:40:12.67,00:40:17.83,M053,已覆盖并人工复核,batches so in particular we're going to
S1021,00:40:15.11,00:40:19.68,M053,已覆盖并人工复核,iterate eval iter times and we're going
S1022,00:40:17.83,00:40:21.59,M053,已覆盖并人工复核,to basically get our loss and then we're
S1023,00:40:19.67,00:40:24.07,M053,已覆盖并人工复核,going to get the average loss for both
S1024,00:40:21.59,00:40:26.48,M053,已覆盖并人工复核,splits and so this will be a lot less
S1025,00:40:24.07,00:40:28.48,M053,已覆盖并人工复核,noisy so here when we call the estimate
S1026,00:40:26.48,00:40:31.03,M053,已覆盖并人工复核,loss we're we're going to report the uh
S1027,00:40:28.48,00:40:33.40,M053,已覆盖并人工复核,pretty accurate train and validation
S1028,00:40:31.03,00:40:35.27,M053,已覆盖并人工复核,loss now when we come back up you'll
S1029,00:40:33.40,00:40:38.20,M053,已覆盖并人工复核,notice a few things here I'm setting the
S1030,00:40:35.28,00:40:40.83,M054,已覆盖并人工复核,model to evaluation phase and down here
S1031,00:40:38.19,00:40:42.79,M054,已覆盖并人工复核,I'm resetting it back to training phase
S1032,00:40:40.83,00:40:44.79,M054,已覆盖并人工复核,now right now for our model as is this
S1033,00:40:42.80,00:40:46.80,M054,已覆盖并人工复核,doesn't actually do anything because the
S1034,00:40:44.80,00:40:51.56,M054,已覆盖并人工复核,only thing inside this model is this uh
S1035,00:40:46.80,00:40:53.56,M054,已覆盖并人工复核,nn. embedding and um this this um
S1036,00:40:51.55,00:40:55.40,M054,已覆盖并人工复核,Network would behave both would behave
S1037,00:40:53.55,00:40:57.67,M054,已覆盖并人工复核,the same in both evaluation mode and
S1038,00:40:55.40,00:41:00.11,M054,已覆盖并人工复核,training mode we have no drop off layers
S1039,00:40:57.67,00:41:02.48,M054,已覆盖并人工复核,we have no batm layers Etc but it is a
S1040,00:41:00.11,00:41:04.64,M054,已覆盖并人工复核,good practice to Think Through what mode
S1041,00:41:02.48,00:41:07.07,M054,已覆盖并人工复核,your neural network is in because some
S1042,00:41:04.63,00:41:11.07,M054,已覆盖并人工复核,layers will have different Behavior Uh
S1043,00:41:07.07,00:41:12.83,M054,已覆盖并人工复核,at inference time or training time and
S1044,00:41:11.07,00:41:14.56,M054,已覆盖并人工复核,there's also this context manager torch
S1045,00:41:12.83,00:41:16.11,M054,已覆盖并人工复核,up nograd and this is just telling
S1046,00:41:14.55,00:41:18.59,M054,已覆盖并人工复核,pytorch that everything that happens
S1047,00:41:16.11,00:41:21.64,M054,已覆盖并人工复核,inside this function we will not call do
S1048,00:41:18.59,00:41:23.35,M054,已覆盖并人工复核,backward on and so pytorch can be a lot
S1049,00:41:21.63,00:41:25.11,M055,已覆盖并人工复核,more efficient with its memory use
S1050,00:41:23.35,00:41:27.00,M055,已覆盖并人工复核,because it doesn't have to store all the
S1051,00:41:25.11,00:41:29.28,M055,已覆盖并人工复核,intermediate variables uh because we're
S1052,00:41:27.00,00:41:30.59,M055,已覆盖并人工复核,never going to call backward and so it
S1053,00:41:29.28,00:41:32.68,M055,已覆盖并人工复核,can it can be a lot more memory
S1054,00:41:30.59,00:41:35.20,M055,已覆盖并人工复核,efficient in that way so also a good
S1055,00:41:32.67,00:41:36.71,M055,已覆盖并人工复核,practice to tpy torch when we don't
S1056,00:41:35.19,00:41:39.96,M055,已覆盖并人工复核,intend to do back
S1057,00:41:36.71,00:41:43.11,M055,已覆盖并人工复核,propagation so right now this script is
S1058,00:41:39.96,00:41:45.96,M055,已覆盖并人工复核,about 120 lines of code of and that's
S1059,00:41:43.11,00:41:48.88,M055,已覆盖并人工复核,kind of our starter code I'm calling it
S1060,00:41:45.96,00:41:50.07,M055,已覆盖并人工复核,b.p and I'm going to release it later
S1061,00:41:48.88,00:41:52.64,M055,已覆盖并人工复核,now running this
S1062,00:41:50.07,00:41:54.96,M055,已覆盖并人工复核,script gives us output in the terminal
S1063,00:41:52.63,00:41:57.67,M055,已覆盖并人工复核,and it looks something like this it
S1064,00:41:54.96,00:41:59.67,M055,已覆盖并人工复核,basically as I ran this code uh it was
S1065,00:41:57.67,00:42:01.07,M055,已覆盖并人工复核,giving me the train loss and Val loss
S1066,00:41:59.67,00:42:01.87,M055,已覆盖并人工复核,and we see that we convert to somewhere
S1067,00:42:01.07,00:42:04.88,M055,已覆盖并人工复核,around
S1068,00:42:01.88,00:42:07.44,M055,已覆盖并人工复核,2.5 with the pyr model and then here's
S1069,00:42:04.88,00:42:09.76,M055,已覆盖并人工复核,the sample that we produced at the
S1070,00:42:07.44,00:42:11.63,M055,已覆盖并人工复核,end and so we have everything packaged
S1071,00:42:09.76,00:42:13.72,M055,已覆盖并人工复核,up in the script and we're in a good
S1072,00:42:11.63,00:42:15.96,M055,已覆盖并人工复核,position now to iterate on this okay so
S1073,00:42:13.71,00:42:18.27,M055,已覆盖并人工复核,we are almost ready to start writing our
S1074,00:42:15.96,00:42:22.63,M055,已覆盖并人工复核,very first self attention block for
S1075,00:42:18.28,00:42:24.20,M055,已覆盖并人工复核,processing these uh tokens now before we
S1076,00:42:22.63,00:42:26.19,M055,已覆盖并人工复核,actually get there I want to get you
S1077,00:42:24.19,00:42:28.07,M056,已覆盖并人工复核,used to a mathematical trick that is
S1078,00:42:26.19,00:42:30.15,M056,已覆盖并人工复核,used in the self attention inside a
S1079,00:42:28.07,00:42:32.07,M056,已覆盖并人工复核,Transformer and is really just like at
S1080,00:42:30.15,00:42:34.87,M056,已覆盖并人工复核,the heart of an an efficient
S1081,00:42:32.07,00:42:36.44,M056,已覆盖并人工复核,implementation of self attention and so
S1082,00:42:34.88,00:42:38.48,M056,已覆盖并人工复核,I want to work with this toy example to
S1083,00:42:36.44,00:42:39.80,M056,已覆盖并人工复核,just get you used to this operation and
S1084,00:42:38.48,00:42:43.11,M056,已覆盖并人工复核,then it's going to make it much more
S1085,00:42:39.80,00:42:44.40,M056,已覆盖并人工复核,clear once we actually get to um to it
S1086,00:42:43.11,00:42:47.64,M056,已覆盖并人工复核,uh in the script
S1087,00:42:44.40,00:42:50.24,M056,已覆盖并人工复核,again so let's create a b BYT by C where
S1088,00:42:47.63,00:42:53.07,M056,已覆盖并人工复核,BT and C are just 48 and two in the toy
S1089,00:42:50.23,00:42:55.79,M056,已覆盖并人工复核,example and these are basically channels
S1090,00:42:53.07,00:42:58.03,M056,已覆盖并人工复核,and we have uh batches and we have the
S1091,00:42:55.80,00:43:01.07,M056,已覆盖并人工复核,time component and we have information
S1092,00:42:58.03,00:43:03.44,M056,已覆盖并人工复核,at each point in the sequence so
S1093,00:43:01.07,00:43:06.20,M056,已覆盖并人工复核,see now what we would like to do is we
S1094,00:43:03.44,00:43:08.76,M057,已覆盖并人工复核,would like these um tokens so we have up
S1095,00:43:06.19,00:43:10.31,M057,已覆盖并人工复核,to eight tokens here in a batch and
S1096,00:43:08.76,00:43:11.59,M057,已覆盖并人工复核,these eight tokens are currently not
S1097,00:43:10.31,00:43:13.15,M057,已覆盖并人工复核,talking to each other and we would like
S1098,00:43:11.59,00:43:17.35,M057,已覆盖并人工复核,them to talk to each other we'd like to
S1099,00:43:13.15,00:43:18.75,M057,已覆盖并人工复核,couple them and in particular we don't
S1100,00:43:17.35,00:43:21.44,M057,已覆盖并人工复核,we we want to couple them in a very
S1101,00:43:18.76,00:43:23.76,M057,已覆盖并人工复核,specific way so the token for example at
S1102,00:43:21.44,00:43:25.67,M057,已覆盖并人工复核,the fifth location it should not
S1103,00:43:23.76,00:43:27.76,M057,已覆盖并人工复核,communicate with tokens in the sixth
S1104,00:43:25.67,00:43:29.71,M057,已覆盖并人工复核,seventh and eighth location
S1105,00:43:27.76,00:43:31.83,M057,已覆盖并人工复核,because uh those are future tokens in
S1106,00:43:29.71,00:43:33.51,M057,已覆盖并人工复核,the sequence the token on the fifth
S1107,00:43:31.83,00:43:36.19,M057,已覆盖并人工复核,location should only talk to the one in
S1108,00:43:33.51,00:43:38.71,M057,已覆盖并人工复核,the fourth third second and first so
S1109,00:43:36.19,00:43:40.48,M057,已覆盖并人工复核,it's only so information only flows from
S1110,00:43:38.71,00:43:42.51,M057,已覆盖并人工复核,previous context to the current time
S1111,00:43:40.48,00:43:44.07,M057,已覆盖并人工复核,step and we cannot get any information
